3.90559e+06		3456.63		1480.92	4.30813e+07
976550		869.569		370.346	1.12384e+07
733152		-23964.2		1050.35	9.85269e+06
3.88521e+06		3460.28		1551.29	5.5315e+07
990657		867.862		397.288	1.23903e+07
735075		-24306.8		1059.46	1.0416e+07
3.88891e+06		3459.61		1581.13	6.14917e+07
993043		867.579		396.112	1.31357e+07
735293		-24403.5		1057.85	1.05691e+07
3.89988e+06		3457.65		1604.61	6.01722e+07
991980		867.705		405.178	1.3639e+07
734539		-24379.7		1051.51	1.08126e+07
3.91213e+06		3455.45		1609.34	6.34449e+07
994611		867.393		404.721	1.38958e+07
733895		-24058.2		1048.98	1.11157e+07
3.90906e+06		3456		1613.57	6.14277e+07
991124		867.806		412.88	1.40633e+07
734158		-24026.6		1048.17	1.13433e+07
3.87272e+06		3462.53		1621.37	5.88631e+07
993630		867.509		413.611	1.42616e+07
734476		-24223		1042.79	1.14805e+07
3.88525e+06		3460.27		1629.83	5.80855e+07
995907		867.241		415.341	1.43479e+07
734039		-24320.3		1045.53	1.17443e+07
3.86908e+06		3463.22		1631.32	5.79078e+07
995636		867.273		416.486	1.43799e+07
734092		-24351.8		1042.91	1.17319e+07
3.87926e+06		3461.39		1635.37	5.70029e+07
997285		867.079		418.028	1.44644e+07
734454		-24165.8		1048.9	1.15018e+07
3.88886e+06		3459.64		1627.32	5.67972e+07
995483		867.291		419.991	1.44798e+07
734236		-23968.1		1051.71	1.15901e+07
3.8985e+06		3457.94		1633.93	5.8526e+07
997601		867.042		420.877	1.44575e+07
734097		-24310.2		1056.81	1.16538e+07
3.89335e+06		3458.87		1632.31	5.78967e+07
999420		866.829		419.586	1.45541e+07
734442		-24529		1054.76	1.17855e+07
3.89774e+06		3458.1		1635.91	5.75215e+07
998234		866.968		419.81	1.46181e+07
734408		-24748.2		1054.22	1.18146e+07
3.88654e+06		3460.13		1634.59	5.88972e+07
997660		867.035		420.357	1.46699e+07
734716		-24999.5		1050.14	1.17657e+07
741914		-112700		1060.51	1.30761e+07
997396		867.066		425.034	1.46594e+07
3.17404e+06		10122.2		1604	5.60312e+07
734603		-24880.2		1067.98	1.48952e+07
998953		866.884		426.322	1.46899e+07
-1.67362e+06		322.627		1580.72	5.38756e+07
-1.67361e+06		322.627		1559.14	5.25933e+07
740050		-60859.8		1060.56	1.47633e+07
997429		867.063		425.317	1.47146e+07
-1.6879e+06		323.289		1556.37	5.10935e+07
734376		-24646.1		1064.86	1.45356e+07
997597		867.044		426.756	1.47054e+07
-1.68741e+06		323.259		1545.46	5.24541e+07
998788		866.904		426.376	1.47295e+07
733798		-23931.6		1063.92	1.44157e+07
-1.687e+06		323.234		1538.56	4.72088e+07
998928		866.888		430.258	1.32566e+07
733900		-24629.2		1071.21	1.29743e+07
-1.68692e+06		323.229		1509.36	4.24881e+07
997634		867.04		429.762	1.19309e+07
733973		-24703.8		1069.81	1.16769e+07
-2.40319e+06		361.437		1504.74	3.82394e+07
998224		866.971		435.978	1.07379e+07
734106		-23448.1		1075.89	1.05094e+07
-2.99796e+06		382.858		1485.7	3.44156e+07
998103		866.985		431.707	9.66415e+06
733667		-23319.7		1070.8	9.45853e+06
3.05347e+06		17238.1		1476.74	3.09742e+07
997473		867.058		433.901	8.69778e+06
733701		-22718		1079.42	8.51279e+06
3.07336e+06		15339.7		1477.69	2.78769e+07
997705		867.031		434.737	7.82805e+06
733528		-22834.6		1080.75	7.66162e+06
3.06708e+06		15921.6		1469.63	2.50893e+07
996794		867.138		434.049	7.04528e+06
733304		-23195.5		1083.59	6.89557e+06
3.06807e+06		15840.3		1463.68	2.25806e+07
997179		867.093		435.836	6.3408e+06
733166		-23369		1085.26	6.20612e+06
3.08203e+06		14687.9		1459.27	2.03226e+07
996942		867.12		435.275	5.70676e+06
733170		-23351.7		1084.43	5.58562e+06
-4.22967e+06		411.431		1455.3	1.82905e+07
996775		867.14		436.656	5.13613e+06
733232		-24258.6		1084.08	5.02716e+06
-4.48252e+06		415.692		1443.33	1.64616e+07
997796		867.02		434.789	4.62256e+06
733425		-24128.5		1080.68	4.52455e+06
-4.68078e+06		418.745		1441.44	1.48156e+07
996927		867.122		437.123	4.16035e+06
733517		-24884.4		1077.87	4.0722e+06
-4.86318e+06		421.371		1434.85	1.33342e+07
997897		867.009		437.075	3.74436e+06
733460		-25636.8		1081.22	3.66509e+06
-5.04372e+06		423.806		1438.45	1.20009e+07
998724		866.912		437.331	3.36997e+06
744925		108653		1078.39	3.29869e+06
-5.16778e+06		425.412		1434.99	1.08009e+07
999737		866.794		436.26	3.03301e+06
751201		28200.5		1080.35	2.96893e+06
-5.359e+06		427.815		1427.28	9.72098e+06
999643		866.805		436.719	2.72976e+06
754108		20684.6		1079.94	2.67214e+06
-5.52117e+06		429.678		1419.29	8.74902e+06
1.00016e+06		866.746		436.788	2.45682e+06
777643		7255.91		1081.58	2.40504e+06
3.10962e+06		12929.5		1417.5	7.87426e+06
1.00102e+06		866.645		438.971	2.21119e+06
760972		13033.4		1081.28	2.16464e+06
3.11495e+06		12625.7		1418.15	7.08697e+06
1.00199e+06		866.532		440.384	1.99011e+06
787771		5678.64		1080.56	1.94829e+06
3.11719e+06		12533.8		1415.62	6.37842e+06
1.00149e+06		866.591		441.859	1.79115e+06
779170		6877.07		1081.19	1.75357e+06
3.10919e+06		12956.2		1407.53	5.74071e+06
1.00112e+06		866.634		442.513	1.61208e+06
761992		12251.8		1080.71	1.57832e+06
3.09991e+06		13482.7		1407.01	5.16678e+06
1.00128e+06		866.614		443.921	1.45092e+06
759978		13610.1		1079.93	1.42059e+06
3.10736e+06		13028		1405.07	4.65024e+06
1.00065e+06		866.688		443.781	1.30587e+06
758654		14628.1		1082.91	1.27864e+06
3.11301e+06		12740.9		1401.46	4.18535e+06
1.00147e+06		866.593		443.203	1.17532e+06
762457		11968.9		1087.16	1.15089e+06
3.10382e+06		13217		1402.66	3.76696e+06
1.00199e+06		866.533		440.914	1.05783e+06
771570		8437.23		1085.81	1.03591e+06
777736		7096.42		1130.46	932473
1.00142e+06		866.599		442.422	952097
3.1038e+06		13217.4		1377.64	3.39038e+06
782366		6350.74		1166.52	839375
1.00102e+06		866.645		437.588	856926
-6.88833e+06		444.261		1344.41	3.05144e+06
786492		5814.99		1195.39	755583
1.00136e+06		866.606		437.715	771278
-3.05843e+06		316.6		1322.12	2.74641e+06
788577		5580.26		1217.24	680166
1.00148e+06		866.592		432.4	694188
-3.04717e+06		315.923		1296.36	2.47188e+06
784422		6079.33		1248.45	612302
916269		1505.31		438.617	624819
3.10379e+06		13211.8		1287.91	2.22481e+06
788474		5599.28		1260.43	551209
933420		1304.68		434.303	562377
3.10647e+06		12909.1		1255.14	2.00242e+06
792381		5198.83		1285.79	496239
933413		1305.14		437.496	506186
3.10647e+06		12909.1		1243.75	1.8023e+06
2.43239e+06		488.427		1301.65	446760
936208		1278.26		434.769	455608
3.10647e+06		12909.1		1223.86	1.62217e+06
2.88363e+06		457.218		1314.47	402227
934508		1297.34		433.536	410089
-3.08015e+06		303.678		1213.82	1.46007e+06
-3.28037e+06		306.474		1201.78	1.31417e+06
2.89166e+06		457.661		1280.93	362102
928002		1367.54		441.467	369132
-3.541e+06		309.954		1207.61	1.18288e+06
2.7507e+06		467.126		1263.62	326003
927574		1378.41		449.405	332271
-3.91781e+06		314.83		1200.82	1.0647e+06
2.55095e+06		481.944		1228.15	293493
2.13609e+06		253.633		450.371	299090
-3.99887e+06		314.451		1224.35	958378
2.14263e+06		253.57		446.319	269222
2.37818e+06		498.04		1219.38	264258
-4.10759e+06		315.82		1233.62	862672
2.17339e+06		252.918		444.731	242342
3.18318e+06		448.261		1201.18	237936
-4.11784e+06		315.297		1259.67	776554
3.16333e+06		449.691		1186.32	214248
2.1687e+06		252.97		454.989	218163
-4.07759e+06		315.477		1299.71	699064
3.16333e+06		449.691		1155.75	192911
2.18649e+06		252.501		455.344	196392
-4.08492e+06		315.356		1352.46	629341
2.18813e+06		252.452		453.325	176797
2.16407e+06		523.84		1142.61	173722
-4.10627e+06		314.634		1397.7	566587
2.20651e+06		251.946		450.803	159160
2.08211e+06		534.462		1134.13	156456
-4.10912e+06		314.359		1437.28	510108
