1.07398e+07		8787.38		6407.03
1.53807e+07		5829		6595.65
1.48243e+07		6780.01		10400.7
1.98451e+07		5242.03		9457.11
1.42535e+07		6960.41		10237.5
2.18139e+07		5072.09		10693.7
1.42901e+07		6949.4		10142.7
2.12255e+07		5118.92		10899.5
1.381e+07		7121.28		10197.9
1.97066e+07		5256.85		11717.6
3.89379e+06		-1021.02		10430.7
2.01009e+07		5218.55		11507.7
1.4563e+07		6863.41		11225.4
2.14775e+07		5098.7		11747.7
1.46709e+07		6833.65		11202.4
2.07042e+07		5163.66		11460.6
4.00188e+06		-1047.71		11780.6
2.13734e+07		5108		11941.8
3.9775e+06		-1041.8		11916.3
2.11533e+07		5126.12		11925.7
3.93098e+06		-1030.41		12113.5
2.13143e+07		5112.99		11807
3.91089e+06		-1025.39		12098.7
2.12897e+07		5115.48		11293
3.91833e+06		-1027.25		11841.3
2.02769e+07		5203		11404.5
3.96237e+06		-1038.12		11311.2
1.99915e+07		5230.13		11444.7
3.96831e+06		-1039.56		11211.3
1.99928e+07		5230.61		11779.3
4.01474e+06		-1050.82		11363
1.98747e+07		5243.74		11578.6
4.04506e+06		-1058.15		11430.2
6.67045e+06		-2371.84		11480.8
4.05658e+06		-1060.95		11532.3
2.01724e+07		5215.15		11794.1
4.0674e+06		-1063.57		11131.8
2.03024e+07		5204.27		11878.3
4.07551e+06		-1065.55		10989.7
1.97555e+07		5255.76		11927.6
4.07686e+06		-1065.87		11129.9
1.93646e+07		5293.63		11765.5
4.10204e+06		-1072		11072.1
1.94116e+07		5292.02		10995.6
4.08524e+06		-1067.92		11274
1.96051e+07		5268.81		10987.9
4.09322e+06		-1069.87		11931.5
1.97841e+07		5253.6		11532.2
4.12182e+06		-1076.83		11747.3
6.76523e+06		-2415.29		11894.2
4.13971e+06		-1081.21		11684.9
1.96008e+07		5272.15		11141.8
4.1079e+06		-1073.4		11748.1
1.92104e+07		5310.41		10679.8
4.13164e+06		-1079.2		12022.6
1.92661e+07		5308.61		10778.9
4.09939e+06		-1071.32		11917
1.89885e+07		5335.23		10523
4.11396e+06		-1074.86		11080.3
1.92658e+07		5308.74		10745.4
4.12347e+06		-1077.19		11215.9
6.57601e+06		-2329.54		10587.5
4.13776e+06		-1080.69		11174
1.8889e+07		5349.98		10964.9
4.13233e+06		-1079.35		11194.3
1.86047e+07		5380.88		10668.9
4.10338e+06		-1072.29		11342.3
1.85659e+07		5384.35		10227.3
4.11604e+06		-1075.38		11573.4
1.83065e+07		5415.72		10168
4.09215e+06		-1069.56		11442.2
1.81926e+07		5429.81		10356.2
4.05647e+06		-1060.91		11588.6
1.79781e+07		5455.48		10374.1
4.06854e+06		-1063.84		11660.1
1.81394e+07		5435.04		10594.7
4.05709e+06		-1061.06		11264.8
1.79274e+07		5461.85		10771.7
4.03761e+06		-1056.35		11569.6
1.76337e+07		5500.24		10532.5
4.00382e+06		-1048.18		11808.3
1.7726e+07		5487.91		10505.5
4.00584e+06		-1048.67		11974.9
1.75095e+07		5517.11		10592.1
4.02194e+06		-1052.56		11957.6
1.75459e+07		5512.27		10784.2
4.05895e+06		-1061.51		12307.2
1.76445e+07		5498.93		11046
4.06913e+06		-1063.98		12191.1
1.76814e+07		5493.98		11006.8
4.08722e+06		-1068.36		12121.3
1.78715e+07		5469.19		10842.6
4.11026e+06		-1073.97		12307.4
1.78134e+07		5476.82		11193.8
4.06674e+06		-1063.4		11949.7
1.77612e+07		5483.7		11356.8
4.0861e+06		-1068.09		12008.4
1.78562e+07		5471.56		11507.1
6.17462e+06		-2154.34		11415.8
4.05663e+06		-1060.95		12228.3
5.46242e+06		-1687.33		11501.2
4.26666e+06		-1146.8		12117.3
1.66683e+07		6104.11		11070.8
4.26666e+06		-1146.8		12164.9
1.66678e+07		6103.92		11604.4
4.26666e+06		-1146.8		12423.8
1.66662e+07		6103.35		11235.7
4.26666e+06		-1146.8		12207.3
1.66905e+07		6112.24		11014.2
1.5727e+07		5759.4		11573
1.64716e+07		6032.07		10942.6
1.5727e+07		5759.4		11964
1.63247e+07		5978.28		11064.4
1.5727e+07		5759.4		11971.8
